Name,Year_of_Release,Genre,Global_Sales,Critic_Score,User_Score,Rating,
The Legend of Zelda: A Link Between Worlds,2013,Action,3.1,91,8.9,E,
Resident Evil 6,2012,Shooter,3.1,74,5.4,M,
Mass Effect 2,2010,Role-Playing,3.1,96,8.9,M,
Dragon Ball Z: Budokai,2002,Fighting,3.09,67,7.9,T,
Madden NFL 2002,2001,Sports,3.08,94,7.9,E,
World Class Track Meet,1986,Sports,3.08,,,,
Donkey Kong,1994,Platform,3.07,,,,
The Sims: Vacation,2002,Simulation,3.07,75,7.8,T,
LEGO Batman: The Videogame,N/A,Action,3.06,74,7.9,E10+,
Animal Crossing: Happy Home Designer,2015,Simulation,3.05,66,6.9,E,
The Sims 4,2014,Simulation,3.05,70,3.9,T,
Borderlands 2,2012,Shooter,3.05,89,8.2,M,
LEGO Batman: The Videogame,2008,Action,3.05,72,8,E10+,
Kung Fu Panda,2008,Action,3.04,75,7.4,E10+,
Mass Effect 3,2012,Role-Playing,3.04,93,5.8,M,
Heavy Rain,2010,Adventure,3.03,87,7.7,M,
Rayman,1995,Platform,3.03,,,,
Saints Row 2,2008,Action,3.03,81,8.1,M,
Tom Clancy's Splinter Cell,2002,Action,3.02,93,8.5,T,
Mike Tyson's Punch-Out!!,1987,Fighting,3.02,,,,
WWE SmackDown! Shut Your Mouth,2002,Sports,3.02,,,,
FIFA 14,2013,Sports,3.01,87,6.3,E,
Killzone 2,2009,Shooter,3.01,91,8.1,M,
Far Cry 3,2012,Shooter,3,91,8.6,M,
Epic Mickey,2010,Platform,3,73,7,E,
NBA 2K13,2012,Sports,3,88,7.2,E,
Dragon Ball Z: Budokai Tenkaichi 3,2007,Fighting,3,73,9.2,T,
wwe Smackdown vs. Raw 2006,N/A,Fighting,3,,,,
Star Fox,1993,Shooter,2.99,,,,
The Sims: Livin Large,2000,Misc,2.99,82,6.6,T,
World Soccer Winning Eleven 6 International,2002,Sports,2.99,93,9.1,E,
Devil May Cry,2001,Action,2.99,94,8.5,M,
Star Wars: The Old Republic,2011,Role-Playing,2.96,85,5.9,T,
Middle-Earth: Shadow of Mordor,2014,Action,2.96,84,8.1,M,
Sonic Heroes,2003,Platform,2.96,64,7.8,E,
Hitman 2: Silent Assassin,2002,Action,2.96,85,7.8,M,
Titanfall,2014,Shooter,2.95,86,6.4,M,
Battlefield: Bad Company 2,2010,Shooter,2.95,88,8.5,M,
Wave Race 64,1996,Racing,2.94,,,,
SOCOM II: U.S. Navy SEALs,2003,Shooter,2.94,87,9,M,
WWE SmackDown! vs. RAW 2006,2005,Fighting,2.94,,,,
Pac-Man Collection,2001,Puzzle,2.94,79,7.8,E,
Street Fighter IV,2009,Fighting,2.94,93,7.3,T,
inFAMOUS,2009,Action,2.93,85,8.3,T,
Kirby Super Star Ultra,2008,Platform,2.92,76,8.8,E,
Call of Duty: Ghosts,2013,Shooter,2.92,78,4.3,M,
FIFA 15,2014,Sports,2.92,,4.2,E,
Super Mario World 2: Yoshi's Island,2002,Platform,2.91,,,,
Mass Effect,2007,Role-Playing,2.91,91,8.7,M,
Sonic Mega Collection Plus,2004,Misc,2.9,73,8.6,E,
World Soccer Winning Eleven 7 International,2003,Sports,2.9,93,9,E,
Sega Superstars Tennis,2008,Sports,2.89,67,6.8,E10+,
Hot Shots Golf 3,2001,Sports,2.89,85,8.9,E,
Cooking Mama: Cook Off,2007,Simulation,2.89,61,5.3,E,
Call of Duty: Finest Hour,2004,Shooter,2.89,76,7.7,T,
WarioWare: Smooth Moves,2006,Puzzle,2.89,83,7.4,E10+,
Syphon Filter,1999,Shooter,2.88,,,,
Imagine: Babyz,2007,Simulation,2.87,,7.7,E,
Colin McRae Rally,1998,Racing,2.87,,,,
Madden NFL 13,2012,Sports,2.86,81,5.8,E,
The Elder Scrolls III: Morrowind,2002,Role-Playing,2.86,87,8.7,T,
Assassin's Creed IV: Black Flag,2013,Action,2.85,83,7.8,M,
Command & Conquer: Red Alert,1996,Strategy,2.85,,,,
F-Zero,1990,Racing,2.85,,,,
Yoshi's Story,1997,Platform,2.85,,,,
Mortal Kombat,2011,Fighting,2.84,84,8.4,M,
Madden NFL 10,2009,Sports,2.83,85,6.1,E,
WWE SmackDown! vs. Raw,2002,Fighting,2.83,,,,
BioShock,2007,Shooter,2.83,96,8.9,M,
Metroid Prime,2002,Shooter,2.82,97,9.3,T,
Assassin's Creed: Brotherhood,2010,Action,2.82,90,8.2,M,
Finding Nemo,2003,Action,2.82,,7,E,
Zumba Fitness 2,2011,Sports,2.81,,,T,
Myst,1994,Adventure,2.81,,,,
Medal of Honor,2010,Shooter,2.81,75,7.5,M,
Need for Speed: Most Wanted,2012,Racing,2.81,,,,
Imagine: Fashion Designer,2007,Simulation,2.8,,7.6,E,
WWE SmackDown! Here Comes the Pain,2003,Fighting,2.8,,,,
Hot Shots Golf,1997,Sports,2.79,,,,
A Bug's Life,1998,Platform,2.79,,,,
WWF SmackDown! Just Bring It,2001,Fighting,2.79,,,,
inFAMOUS: Second Son,2014,Action,2.79,80,7.9,T,
Dragon Quest V: Tenkuu no Hanayome,1992,Role-Playing,2.79,,,,
Mortal Kombat Trilogy,1996,Fighting,2.79,,,,
Monster Hunter Tri,2011,Role-Playing,2.79,,,,
NBA Street,2001,Sports,2.79,89,8.6,E,
Jak II,2003,Platform,2.78,87,8.2,T,
Ratchet & Clank: Going Commando,2003,Platform,2.78,,,,
Need for Speed: Hot Pursuit,2010,Racing,2.78,89,7.2,E10+,
Skylanders: Spyro's Adventure,2011,Action,2.78,81,5.6,E10+,
Battlefield 3,2011,Shooter,2.78,89,7.5,M,
Mortal Kombat X,2015,Fighting,2.78,83,7.7,M,
The Sims,2003,Simulation,2.77,83,7.7,T,
Killzone 3,2011,Shooter,2.77,84,7.9,M,
Star Wars: The Force Unleashed,2008,Action,2.77,73,6.7,T,
Minecraft,2014,Misc,2.76,,,,
Yoshi's Island DS,2006,Platform,2.76,81,7.4,E,
Saints Row: The Third,2011,Action,2.76,84,7.6,M,
Missile Command,1980,Shooter,2.76,,,,
Mario Paint,1992,Misc,2.75,,,,
Tekken 6,2009,Fighting,2.75,79,7.4,T,
Pokémon Stadium 2,2000,Strategy,2.73,,,,
Metroid,1986,Action,2.73,,,,
Sonic and the Secret Rings,2007,Platform,2.73,69,6.6,E,
FIFA 16,2015,Sports,2.71,,3.2,E,
The Legend of Zelda: A Link to the Past,2002,Action,2.7,95,9.1,E,
Onimusha: Warlords,2001,Action,2.7,86,8.2,M,
Mario Party,1998,Misc,2.7,,,,
L.A. Noire,2011,Adventure,2.7,89,7.8,M,
Call of Duty 3,2006,Shooter,2.7,82,6.5,T,
Madden NFL 12,2011,Sports,2.69,78,5.9,E,
LEGO Star Wars II: The Original Trilogy,2006,Action,2.69,84,9,E10+,
Killzone: Shadow Fall,2013,Shooter,2.69,73,6.8,M,
Madden NFL 11,2010,Sports,2.69,84,5.7,E,
Burnout 3: Takedown,2004,Racing,2.68,93,9.1,T,
Yokai Watch 2 Shinuchi,2014,Role-Playing,2.68,,,,
Mortal Kombat,1992,Fighting,2.67,,,,
Mario vs. Donkey Kong: Mini-Land Mayhem!,2010,Puzzle,2.67,79,7.7,E,
Professor Layton and the Last Specter,2009,Puzzle,2.67,83,8.7,E10+,
Call Of Duty 2: Big Red One,2005,Shooter,2.67,77,8.2,T,
Medal of Honor,1998,Shooter,2.67,92,8.6,T,
Fable,2004,Role-Playing,2.66,85,8.5,M,
Guitar Hero: World Tour,2008,Misc,2.66,85,6.3,T,
FIFA 17,2016,Sports,2.65,84,5.5,E,
Hannah Montana,2006,Action,2.65,,6.7,E,
Tom Clancy's Splinter Cell,2003,Action,2.65,89,7.7,T,
Super Mario Bros.: The Lost Levels,1986,Platform,2.65,,,,
Need for Speed: Shift,2009,Racing,2.65,84,6.9,E,
Star Wars: Shadows of the Empire,1996,Action,2.65,,,,
Medal of Honor Heroes,2006,Shooter,2.65,71,7.9,T,
Final Fantasy XIII-2,2011,Role-Playing,2.63,79,6.6,T,
Midnight Club: Street Racing,2000,Racing,2.63,78,7.8,T,
Skate 3,2010,Sports,2.63,80,8,T,
ESPN NFL 2K5,2004,Sports,2.62,90,8.2,E,
Halo Wars,2009,Strategy,2.62,82,7.2,T,
NBA 2K12,2011,Sports,2.62,90,7.7,E,
Pac-Man: Adventures in Time,2006,Fighting,2.62,,,,
FIFA Soccer 10,2009,Sports,2.62,90,7.5,E,
Medal of Honor,2010,Shooter,2.61,74,6.7,M,
Harry Potter and the Chamber of Secrets,2002,Action,2.61,71,7.6,E,
Streets of Rage,1990,Action,2.6,,,,
God of War Collection,2009,Action,2.6,91,8.7,M,
NBA Live 2005,2004,Sports,2.59,84,8.1,E,
Mario Strikers Charged,2007,Sports,2.58,79,8,E10+,
FIFA Soccer 09,2008,Sports,2.58,87,7.5,E,
Style Savvy,2008,Simulation,2.58,73,7.7,E,
WWE SmackDown vs. RAW 2007,2006,Fighting,2.58,80,8.6,T,
LEGO Star Wars: The Complete Saga,2007,Action,2.57,80,7.4,E10+,
Ratchet & Clank: Up Your Arsenal,2004,Platform,2.57,,,,
Madden NFL 08,2007,Sports,2.57,78,7.8,E,
Monster Hunter Freedom 2,2007,Role-Playing,2.57,72,8.7,T,
Ratchet & Clank Future: Tools of Destruction,2007,Platform,2.56,,,,
Super Mario All-Stars: Limited Edition,2010,Platform,2.56,,,,
Sonic Adventure 2 Battle,2001,Platform,2.56,73,8.3,E,
Dragon Warrior II,1987,Role-Playing,2.56,,,,
Ghostbusters: The Video Game (DS Version),2009,Action,2.56,,,,
Madden NFL 13,2012,Sports,2.56,83,5.5,E,
Dragon Age: Origins,2009,Role-Playing,2.56,86,7.9,M,
Pokémon Colosseum,2003,Role-Playing,2.54,73,8,E,
LittleBigPlanet,2009,Platform,2.54,87,7.8,E10+,
Madden NFL 09,2008,Sports,2.53,83,7,E,
Space Invaders,N/A,Shooter,2.53,,,,
Crazy Taxi,2001,Racing,2.52,80,7.9,T,
Art Academy,2010,Misc,2.52,75,8,E,
NBA 2K14,2013,Sports,2.52,87,4.9,E,
Perfect Dark,2000,Action,2.52,,,,
Skylanders Giants,2012,Action,2.52,78,7,E10+,
Dragon Warrior,1986,Role-Playing,2.52,,,,
Deca Sports,2008,Sports,2.5,50,5.4,E,
PES 2009: Pro Evolution Soccer,2008,Sports,2.5,,,,
Mario Party 2,1999,Misc,2.5,,,,
Marvel: Ultimate Alliance,2006,Role-Playing,2.5,82,7.5,T,
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,2003,Action,2.49,,,,
Mortal Kombat: Deadly Alliance,2002,Fighting,2.49,79,8.8,M,
Game Party,2007,Misc,2.48,25,4.3,E,
Bloodborne,2015,Action,2.48,92,8.6,M,
Tomb Raider: The Last Revelation,1998,Action,2.48,,,,
Mario Party 4,2002,Misc,2.47,70,7.4,E,
Pure,2008,Racing,2.47,85,7.7,E,
Rock Band,N/A,Misc,2.47,92,8.2,T,
NBA 2K13,2012,Sports,2.47,90,8,E,
Saints Row: The Third,2011,Action,2.47,82,7.7,M,
Resistance 2,2008,Shooter,2.46,87,6.1,M,
NBA 2K15,2014,Sports,2.45,83,7,E,
Final Fantasy V,1992,Role-Playing,2.45,,,,
Final Fantasy Tactics,1997,Role-Playing,2.45,83,8.2,T,
Midnight Club: Los Angeles,2008,Racing,2.45,82,8.2,T,
Twisted Metal 2,1996,Racing,2.44,,,,
The Sims: Bustin' Out,2003,Simulation,2.43,81,8.4,T,
Riven: The Sequel to Myst,1997,Adventure,2.43,83,,E,
LEGO Harry Potter: Years 1-4,2010,Action,2.43,79,8,E10+,
Need for Speed (2015),2015,Racing,2.43,,,,
Call of Duty: Infinite Warfare,2016,Shooter,2.42,78,3.1,M,
Madden NFL 16,2015,Sports,2.42,84,6.1,E,
Ice Hockey,1988,Sports,2.42,,,,
Sonic Adventure,1998,Platform,2.42,,,,
Tom Clancy's Rainbow Six: Vegas 2,2008,Shooter,2.42,82,7.8,M,
uDraw Studio,2010,Misc,2.42,71,,E,
Tomb Raider (2013),2013,Action,2.42,,,,
Need for Speed Carbon: Own the City,2006,Racing,2.42,73,7.9,E10+,
Dragon Ball Z: Budokai 2,2003,Fighting,2.41,66,8.2,T,
pro evolution soccer 2011,2010,Sports,2.41,77,6.8,E,
ATV Offroad Fury,2001,Racing,2.41,82,8.4,E,
Dino Crisis,1998,Action,2.41,,,,
Need for Speed: ProStreet,2007,Racing,2.41,62,6.2,E10+,
Halo: Combat Evolved Anniversary,2011,Shooter,2.4,82,8.1,M,
Tetris Plus,1996,Puzzle,2.4,,,,
Pro Wrestling,1987,Fighting,2.4,,,,
Theme Hospital,1997,Strategy,2.4,,9,K-A,
Frogger's Adventures: Temple of the Frog,N/A,Adventure,2.39,73,,E,
Monopoly,1994,Misc,2.39,,,,
,1993,,2.39,,,,
Guitar Hero,2005,Misc,2.38,91,8.7,T,
Madden NFL 11,2010,Sports,2.38,83,6.1,E,
WCW/nWo Revenge,1998,Fighting,2.38,,,,
Yu-Gi-Oh! The Duelists of the Roses,2001,Misc,2.38,,,,
Dead Island,2011,Action,2.37,71,6.9,M,
Half-Life 2,2004,Shooter,2.37,96,9.1,M,
The Incredibles,2004,Action,2.37,62,7.6,T,
Madden NFL 08,2007,Sports,2.37,85,6.4,E,
Tony Hawk's Underground 2,2004,Sports,2.37,83,8.8,T,
Zumba Fitness,2010,Sports,2.37,42,5.5,E,
Madden NFL 10,2009,Sports,2.37,85,6.8,E,
Kirby's Dream Land 2,1995,Platform,2.36,,,,
Midnight Club: Los Angeles,2008,Racing,2.35,81,8.5,T,
Donkey Kong Land II,1996,Platform,2.35,,,,
Dragon Warrior Monsters,1998,Role-Playing,2.35,,,,
Kinect: Disneyland Adventures,2011,Misc,2.35,73,2.9,E10+,
WWE SmackDown vs Raw 2008,2007,Fighting,2.34,71,7.2,T,
The Legend of Zelda: Majora's Mask 3D,2015,Action,2.34,89,9,E10+,
LEGO Indiana Jones: The Original Adventures,N/A,Action,2.34,78,6.6,E10+,
Resident Evil - Code: Veronica X,2001,Action,2.34,84,8.4,M,
NBA 2K16,2015,Sports,2.34,86,6.2,E10+,
Kinect Sports: Season Two,2011,Sports,2.34,66,6.5,E,
My Fitness Coach,2008,Sports,2.32,,8.6,E,
Mario Tennis,2000,Sports,2.32,,,,
Grand Theft Auto,1997,Action,2.32,,,,
James Bond 007: Everything or Nothing,2004,Shooter,2.31,84,9.1,T,
Need For Speed: High Stakes,1999,Racing,2.31,86,8.5,E,
Chrono Trigger,1995,Role-Playing,2.31,,,,
Guild Wars 2,2012,Action,2.31,90,7.9,T,
Cool Boarders 3,1998,Sports,2.31,,,,
Paper Mario: Sticker Star,2012,Role-Playing,2.3,75,5.6,E,
WarioWare Touched!,2004,Puzzle,2.3,,,,
Batman: Arkham Origins,2013,Action,2.29,76,7.7,T,
Tomb Raider II,1997,Action,2.29,,8.3,,
Yokai Watch Busters,2015,Action,2.29,,,,
LEGO Star Wars: The Complete Saga,2007,Action,2.29,80,6.7,E10+,
Need for Speed Underground 2,2004,Racing,2.28,77,8.7,E,
Pro Evolution Soccer 2010,2009,Sports,2.28,78,6.7,E,
Mario Bros.,1983,Platform,2.28,,,,
FIFA Soccer 09,2008,Sports,2.28,82,6.9,E,
LEGO Harry Potter: Years 1-4,2010,Action,2.28,72,7.2,E10+,
The Sims 3,2010,Simulation,2.28,76,7.1,T,
Pokemon Ranger: Shadows of Almia,2008,Role-Playing,2.28,68,8.2,E,
TOCA Touring Car Championship,1997,Racing,2.28,,,,
Dead Island,2011,Action,2.27,71,6.6,M,
Kirby: Nightmare in Dream Land,2002,Platform,2.27,81,8.9,E,
Wario Land 4,2001,Platform,2.26,88,8.9,E,
Sonic's Ultimate Genesis Collection,2009,Misc,2.26,80,8.6,E10+,
Far Cry: Primal,2016,Action,2.26,76,6.3,M,
Battlefield 1,2016,Shooter,2.25,87,8.2,M,
Onimusha 2: Samurai's Destiny,2002,Adventure,2.25,84,9,M,
Cool Boarders 2,1997,Sports,2.25,,,,
Paper Mario: The Thousand-Year Door,2004,Role-Playing,2.25,87,9.4,E,
Madden NFL 12,2011,Sports,2.25,79,5.5,E,
God of War: Ascension,2013,Action,2.25,80,7.5,M,
Guitar Hero III: Legends of Rock,2007,Misc,2.24,83,7.8,T,
Sonic Advance,2001,Platform,2.24,87,8.1,E,
Super Monkey Ball: Banana Blitz,2006,Misc,2.24,74,5.7,E,
Just Dance Kids,2010,Misc,2.24,,,E,
Call of Duty 3,N/A,Shooter,2.24,69,6.7,T,
New Super Luigi U,2013,Platform,2.24,77,7.9,E,
Assassin's Creed IV: Black Flag,2013,Action,2.23,,7.4,M,
Spyro: Season of Ice,2001,Platform,2.23,74,8,E,
Dissidia: Final Fantasy,2008,Fighting,2.23,79,8,T,
Madden NFL 25,2013,Sports,2.23,80,5.6,E,
Teenage Mutant Ninja Turtles II: The Arcade Game,1990,Action,2.23,,,,
Dance Dance Revolution X2,2009,Simulation,2.23,,,E10+,
Borderlands 2,2012,Shooter,2.23,91,8.2,M,
Prince of Persia: The Sands of Time,2003,Action,2.22,92,8.8,T,
Monster Hunter Tri,2009,Role-Playing,2.22,84,8.6,T,
LEGO Marvel Super Heroes,2013,Action,2.22,80,7.6,E10+,
The Legend of Zelda: Link's Awakening DX,1998,Adventure,2.22,,,,
Resident Evil 4,2007,Action,2.22,,,,
Tom Clancy's Rainbow Six: Siege,2015,Shooter,2.21,73,7.3,M,
Star Wars: The Force Unleashed,2008,Action,2.21,71,6.6,T,
Devil May Cry 3: Dante's Awakening Special Edition,2006,Action,2.21,,,,
Frogger,1981,Action,2.2,,,,
Guitar Hero II,2007,Misc,2.2,92,8.1,T,
Forza Motorsport 5,2013,Racing,2.2,79,5.9,E,
Rock Band 2,2008,Misc,2.2,92,8.3,T,
Pro Yakyuu Family Stadium,1986,Sports,2.2,,,,
Wario Land 3,2000,Platform,2.2,,,,
Need for Speed: Hot Pursuit,2010,Racing,2.2,88,7,E10+,
LEGO Indiana Jones: The Original Adventures,2008,Action,2.2,80,7.9,E,
BioShock 2,2010,Shooter,2.2,88,8.2,M,
High School Musical: Makin' the Cut!,2007,Puzzle,2.2,,,,
Star Wars: Knights of the Old Republic,2003,Role-Playing,2.19,94,9.2,T,
Kirby's Pinball Land,1992,Misc,2.19,,,,
Donkey Kong Country,2000,Platform,2.19,,,,
Madden NFL 15,2014,Sports,2.19,81,6.1,E,
Pro Evolution Soccer 2012,2011,Action,2.19,80,6.6,E,
Saints Row,2006,Action,2.18,81,7.5,M,
Yu-Gi-Oh: Duel Monsters 4,2000,Role-Playing,2.18,,,,
ATV Offroad Fury 2,2002,Racing,2.18,82,8.9,E,
FIFA 15,2014,Sports,2.18,82,5.4,E,
Mario & Luigi: Superstar Saga,2003,Role-Playing,2.17,,,,
Star Wars: Rogue Squadron,1998,Simulation,2.17,,,,
Tennis,1984,Sports,2.17,,,,
Tom Clancy's The Division,2016,Shooter,2.16,80,6.9,M,
Final Fantasy XIII,2010,Role-Playing,2.16,82,6.3,T,
The Sims: House Party,2001,Simulation,2.16,74,7.9,T,
Scribblenauts,2009,Puzzle,2.16,79,7.6,E10+,
Sonic Unleashed,2008,Platform,2.16,66,7.3,E10+,
Syphon Filter 2,2000,Shooter,2.15,,,,
Pokemon Ranger,2006,Role-Playing,2.15,69,7.6,E,
Volleyball,1987,Sports,2.15,,,,
Skylanders SWAP Force,2013,Platform,2.15,,6.6,E10+,
Overwatch,2016,Shooter,2.14,90,6.1,T,
Hitman: Absolution,2012,Action,2.14,83,7.5,M,
SimCity 2000,1992,Simulation,2.14,,,,
R.C. Pro-Am,1988,Racing,2.14,,,,
Super Mario RPG: Legend of the Seven Stars,1996,Role-Playing,2.14,,,,
Mahjong,1983,Misc,2.14,,,,
Demon Attack,1981,Shooter,2.13,,,,
Call of Duty: Roads to Victory,2007,Shooter,2.13,64,7.5,T,
Dance Dance Revolution Extreme,2004,Simulation,2.13,77,9,E,
Final Fantasy Tactics Advance,2003,Role-Playing,2.13,87,7.8,E,
Your Shape featuring Jenny McCarthy,2009,Sports,2.12,62,5.2,E,
Project Gotham Racing,2001,Racing,2.12,85,8.2,E,
Golf,1989,Sports,2.12,,,,
NBA 2K12,2011,Sports,2.11,90,6.7,E,
Tony Hawk's Pro Skater,2000,Sports,2.11,,,,
Need for Speed: Hot Pursuit 2,2002,Racing,2.11,89,8.5,E,
PES 2009: Pro Evolution Soccer,2008,Sports,2.11,,,,
Dynasty Warriors 4,2003,Action,2.11,78,9.3,T,
NBA 2K14,2013,Sports,2.11,84,4.9,E,
Parasite Eve,1998,Role-Playing,2.1,81,8.9,M,
Tetris DS,2006,Puzzle,2.1,84,8.7,E,
Project Gotham Racing (JP weekly sales),2002,Action,2.1,,,,
Scooby-Doo! Night of 100 Frights,2002,Platform,2.1,,,,
Battlefield: Hardline,2015,Shooter,2.1,73,5,M,
Mortal Kombat,2011,Fighting,2.1,86,8.3,M,
Borderlands,2009,Shooter,2.09,83,7.9,M,
Devil May Cry 3: Dante's Awakening,2005,Action,2.09,84,9,M,
Derby Stallion,1997,Sports,2.09,,,,
NBA 2K11,2010,Action,2.09,89,8.1,E,
Finding Nemo,2003,Action,2.09,,,,
Dying Light,2015,Action,2.09,74,7.9,M,
Yokai Watch,2013,Role-Playing,2.09,,,,
Dead Rising,2006,Action,2.08,85,7.6,M,
World of Warcraft: Cataclysm,2010,Role-Playing,2.08,90,5.6,T,
Tetris Worlds,2002,Puzzle,2.08,44,6.2,E,
Final Fantasy III,2006,Role-Playing,2.08,77,7.1,E10+,
Sim Theme Park,1998,Strategy,2.08,,8.3,E,
Mario Party 5,2003,Misc,2.08,69,8.2,E,
Rock Band,N/A,Misc,2.08,80,6.3,T,
Warcraft: Orcs & Humans,1994,Strategy,2.08,,,,
Mario & Luigi: Dream Team,2013,Role-Playing,2.08,,,,
Portal 2,2011,Shooter,2.08,95,8.5,E10+,
Mario Sports Mix,2010,Sports,2.08,64,7.1,E,
Need for Speed: Most Wanted 5-1-0,2005,Racing,2.07,72,7.8,E10+,
Spec Ops: Airborne Commando,2002,Shooter,2.07,,,,
The Sims 2: Pets,2006,Simulation,2.07,49,5.2,E,
Dance Dance Revolution: Hottest Party,2007,Simulation,2.07,73,7.1,E10+,
DriveClub,2014,Racing,2.07,71,6.1,E,
Yu-Gi-Oh! The Eternal Duelist Soul,2001,Strategy,2.07,,,,
UFC 2009 Undisputed,2009,Fighting,2.06,83,7.9,T,
Metal Gear Solid: Peace Walker,2010,Action,2.06,89,8.9,T,
Kirby's Epic Yarn,2010,Platform,2.06,,,,
Wipeout: The Game,2009,Misc,2.06,,,,
Pokemon Mystery Dungeon: Red/Blue Rescue Team,2005,Role-Playing,2.06,,,,
The Incredibles,2004,Action,2.06,55,,E,
R4: Ridge Racer Type 4,1998,Racing,2.06,88,9.2,,
Kingdom Hearts: Birth by Sleep,2010,Role-Playing,2.06,82,8.6,E10+,
Tom Clancy's Splinter Cell: Conviction,2010,Action,2.06,,,,
SoulCalibur II,2003,Fighting,2.06,92,8.8,T,
Need for Speed: ProStreet,2007,Racing,2.05,72,7.1,E10+,
Sonic Mega Collection,2002,Misc,2.05,75,8.8,E,
Ghostbusters: The Video Game (DS Version),2010,Action,2.05,,,,
Madden NFL 15,2014,Sports,2.05,,5.5,E,
Need For Speed: Undercover,2008,Racing,2.05,59,5.9,T,
Toy Story 3: The Video Game,2010,Action,2.05,,,,
NBA Jam,1992,Sports,2.05,,,,
SOCOM: U.S. Navy SEALs: Combined Assault,2006,Shooter,2.04,72,9,T,
Peter Jackson's King Kong: The Official Game of the Movie,2005,Action,2.04,82,8.2,T,
Need for Speed: ProStreet,2007,Racing,2.04,73,6,E10+,
Donkey Kong Country,2003,Platform,2.04,78,8.9,E,
Dance Central 2,2011,Misc,2.04,86,8.2,T,
PGR4 - Project Gotham Racing 4,2007,Racing,2.04,,,,
1080°: TenEighty Snowboarding,1998,Sports,2.03,,,,
Carnival Games,2008,Misc,2.03,48,3.3,E,
NBA Live 2004,2003,Sports,2.03,86,7.7,E,
Call of Duty 2,2005,Shooter,2.03,89,8.1,T,
Rayman Raving Rabbids: TV Party,2008,Misc,2.03,73,7.7,E10+,
Pokémon Mystery Dungeon: Blue Rescue Team,2005,Role-Playing,2.02,62,8.1,E,
Dark Souls,2011,Role-Playing,2.02,89,8.7,M,
Just Dance 3,2011,Misc,2.02,70,7.7,E10+,
Battlefield 4,2013,Shooter,2.02,81,6.6,M,
Fire Emblem: Awakening,2012,Role-Playing,2.01,92,9.1,T,
Need for Speed: The Run,2011,Action,2.01,64,6.4,T,
Just Dance 2015,2014,Misc,2.01,,8.4,E10+,
Dragon Age: Inquisition,2014,Role-Playing,2.01,89,7.4,M,
Super Street Fighter II,1993,Fighting,2,,,,
Dead Space,2008,Action,2,88,8.8,M,
Mortal Kombat vs. DC Universe,2008,Fighting,2,76,7.1,T,
TouchMaster,2007,Puzzle,2,71,5.7,E10+,
Tenchu: Stealth Assassins,1997,Action,1.99,87,8.8,M,
Tennis,1989,Sports,1.99,,,,
Harry Potter and the Chamber of Secrets,2002,Action,1.99,76,7.9,E,
Kingdom Hearts 358/2 Days,2009,Role-Playing,1.98,75,7.8,E10+,
Skate 3,2010,Sports,1.98,80,7.6,T,
SimCity,1991,Simulation,1.98,,,,
Harry Potter and the Chamber of Secrets,2002,Action,1.98,,8.5,E,
Need for Speed Rivals,2013,Racing,1.98,80,6.2,E10+,
Spyro: Enter the Dragonfly,2002,Platform,1.97,56,4.1,E,
Devil May Cry 2,2003,Action,1.97,68,6.6,M,
E.T.: The Extra Terrestrial,1981,Action,1.97,,,,
Hot Shots Golf: Open Tee,2004,Sports,1.96,81,8.7,E10+,
Minecraft,2014,Misc,1.96,,,,
Soccer,1985,Sports,1.96,,,,
Rad Racer,1986,Racing,1.96,,,,
Forza Horizon,2012,Racing,1.96,85,8.4,T,
Tom Clancy's Rainbow Six: Vegas,2006,Shooter,1.95,88,8.3,M,
Crash Nitro Kart,2003,Racing,1.95,69,7.7,E,
Resident Evil 6,2012,Shooter,1.95,67,5,M,
Grand Theft Auto: San Andreas,2005,Action,1.95,93,8.6,AO,
Star Wars: Dark Forces,1994,Shooter,1.95,,,,
NBA Street Vol. 2,2003,Sports,1.95,90,8.8,E,
Def Jam Vendetta,2003,Fighting,1.94,80,8.9,T,
Kirby Squeak Squad,2006,Platform,1.94,71,8.1,E,
Burnout Paradise,2008,Racing,1.94,87,7.7,E10+,
Who wants to be a millionaire,1999,Misc,1.94,,,E,
Alleyway,1989,Puzzle,1.94,,,,
Scooby Doo and the Cyber Chase,2001,Adventure,1.94,,7.4,E,
The Sims 3,2010,Simulation,1.94,78,6.4,T,
FIFA Soccer 09,2008,Sports,1.94,87,8,E,
Dragon Ball Z: Budokai 3,2004,Fighting,1.94,77,8.9,T,
Call of Duty: World at War,2008,Shooter,1.94,83,7.6,M,
Jet Moto 2,1997,Racing,1.94,,,,
Tom Clancy's Ghost Recon,2002,Shooter,1.94,63,8.3,M,
BioShock Infinite,2013,Shooter,1.93,93,8.5,M,
X-Men Legends,2004,Role-Playing,1.93,79,8.5,T,
Mortal Kombat II,1993,Fighting,1.93,,,,
Virtua Fighter 2,1995,Fighting,1.93,,,,
Mortal Kombat vs. DC Universe,2008,Fighting,1.93,72,7.5,T,
Destiny: The Taken King,2015,Shooter,1.93,86,6,T,
Tetris DX,1998,Puzzle,1.93,,,,
The Legend of Zelda: Oracle of Ages,2001,Action,1.92,,,,
Destiny,2014,Shooter,1.92,,4.7,T,
Red Faction,2001,Shooter,1.92,88,8,M,
The Sims: Makin' Magic,2003,Simulation,1.92,80,8.6,T,
